year,month,day,gender,births
1972,11,4780,M,4780
1976,7,4780,M,4780
1988,7,4780,M,4780
1974,11,4781,M,4781
1977,2,4781,M,4781
1978,3,4781,M,4781
1969,4,4782,M,4782
1969,5,4782,M,4782
1969,7,4782,M,4782
1971,5,4782,M,4782
1975,9,4782,M,4782
1987,6,4782,M,4782
1972,2,4783,M,4783
1974,11,4783,M,4783
1975,8,4783,M,4783
1975,9,4783,M,4783
1978,2,4783,M,4783
1978,2,4783,M,4783
1978,3,4783,M,4783
1983,8,4783,M,4783
1986,8,4783,M,4783
1988,5,4783,M,4783
1969,3,4784,M,4784
1971,9,4784,M,4784
1972,2,4784,M,4784
1972,11,4784,M,4784
1972,4,4785,M,4785
1973,11,4785,M,4785
1974,10,4785,M,4785
1970,11,4786,M,4786
1974,11,4786,M,4786
1975,12,4786,M,4786
1978,5,4786,M,4786
1979,12,4786,M,4786
1977,1,4787,M,4787
1977,6,4787,M,4787
1978,3,4787,M,4787
1975,9,4788,M,4788
1976,7,4788,M,4788
1976,11,4788,M,4788
1977,4,4788,M,4788
1978,2,4788,M,4788
1979,5,4788,M,4788
1984,8,4788,M,4788
1972,10,4789,M,4789
1973,2,4789,M,4789
1974,12,4789,M,4789
1981,10,4789,M,4789
1969,9,4790,M,4790
1969,10,4790,M,4790
1970,2,4790,M,4790
1971,2,4790,M,4790
1977,5,4790,M,4790
1982,9,4790,M,4790
1972,12,4791,M,4791
1986,6,4791,M,4791
1970,12,4792,M,4792
1972,2,4792,M,4792
1975,7,4792,M,4792
1987,8,4793,M,4793
1970,9,4794,M,4794
1974,7,4794,M,4794
1975,12,4794,M,4794
1976,9,4794,M,4794
1977,2,4794,M,4794
1985,7,4794,M,4794
1972,6,4795,M,4795
1975,6,4795,M,4795
1976,12,4795,M,4795
1987,9,4795,M,4795
1988,8,4795,M,4795
1969,11,4796,M,4796
1971,7,4796,M,4796
1976,11,4796,M,4796
1983,8,4796,M,4796
1978,12,4797,M,4797
1988,2,4797,M,4797
1970,6,4798,M,4798
1973,7,4798,M,4798
1977,5,4799,M,4799
1981,7,4799,M,4799
1971,3,4800,M,4800
1972,11,4800,M,4800
1973,12,4800,M,4800
1975,10,4800,M,4800
1977,1,4800,M,4800
1982,12,4800,M,4800
1977,5,4801,M,4801
1980,1,4801,M,4801
1970,8,4802,M,4802
1971,5,4802,M,4802
1971,11,4802,M,4802
1972,2,4802,M,4802
1973,9,4803,M,4803
1977,6,4803,M,4803
1978,12,4803,M,4803
1971,8,4804,M,4804
1974,10,4804,M,4804
1976,7,4804,M,4804
1981,9,4804,M,4804
1974,8,4805,M,4805
1982,6,4805,M,4805
1970,12,4806,M,4806
1971,2,4806,M,4806
1971,3,4806,M,4806
1972,2,4806,M,4806
1985,8,4806,M,4806
1972,3,4807,M,4807
1972,8,4807,M,4807
1972,11,4807,M,4807
1985,1,4807,M,4807
1987,7,4807,M,4807
1970,10,4808,M,4808
1970,12,4808,M,4808
1971,6,4808,M,4808
1972,10,4808,M,4808
1973,1,4808,M,4808
1973,8,4808,M,4808
1975,8,4808,M,4808
1977,1,4808,M,4808
1978,10,4808,M,4808
1972,9,4809,M,4809
1974,7,4809,M,4809
1976,10,4809,M,4809
1977,4,4809,M,4809
1978,3,4809,M,4809
1979,1,4809,M,4809
1971,5,4810,M,4810
1976,10,4810,M,4810
1977,3,4810,M,4810
1972,11,4811,M,4811
1973,1,4811,M,4811
1974,7,4811,M,4811
1971,5,4812,M,4812
1972,8,4812,M,4812
1972,10,4812,M,4812
1975,7,4812,M,4812
1976,7,4812,M,4812
1977,5,4812,M,4812
1972,5,4813,M,4813
1972,7,4813,M,4813
1973,9,4813,M,4813
1977,3,4813,M,4813
1979,4,4813,M,4813
1975,10,4814,M,4814
1978,7,4814,M,4814
1982,8,4814,M,4814
1972,7,4815,M,4815
1979,9,4815,M,4815
1972,10,4816,M,4816
1972,4,4817,M,4817
1975,10,4817,M,4817
1979,1,4817,M,4817
1983,1,4817,M,4817
1969,11,4818,M,4818
1969,12,4818,M,4818
1970,3,4818,M,4818
1979,1,4819,M,4819
1979,7,4819,M,4819
1984,7,4819,M,4819
1972,12,4820,M,4820
1974,12,4820,M,4820
1976,7,4820,M,4820
1976,7,4820,M,4820
1976,10,4820,M,4820
1977,2,4820,M,4820
1979,1,4820,M,4820
1979,4,4820,M,4820
1974,12,4821,M,4821
1976,9,4822,M,4822
1977,6,4823,M,4823
1978,5,4823,M,4823
1979,4,4823,M,4823
1971,11,4824,M,4824
1972,7,4824,M,4824
1973,8,4825,M,4825
1974,7,4825,M,4825
1975,9,4825,M,4825
1977,10,4825,M,4825
1970,5,4826,M,4826
1971,9,4826,M,4826
1972,8,4826,M,4826
1983,9,4826,M,4826
1975,7,4827,M,4827
1970,10,4828,M,4828
1973,7,4828,M,4828
1978,6,4828,M,4828
1981,7,4828,M,4828
1986,8,4828,M,4828
1988,8,4828,M,4828
1972,8,4829,M,4829
1976,8,4829,M,4829
1979,1,4829,M,4829
1979,2,4829,M,4829
1970,8,4830,M,4830
1971,5,4830,M,4830
1974,7,4830,M,4830
1976,8,4830,M,4830
1977,1,4830,M,4830
1979,7,4830,M,4830
1976,8,4831,M,4831
1977,12,4831,M,4831
1979,1,4831,M,4831
1982,7,4831,M,4831
1987,8,4831,M,4831
1970,6,4832,M,4832
1972,7,4832,M,4832
1976,12,4832,M,4832
1977,3,4832,M,4832
1978,12,4832,M,4832
1984,7,4832,M,4832
1974,10,4833,M,4833
1975,2,4833,M,4833
1977,2,4833,M,4833
1984,9,4833,M,4833
1972,7,4834,M,4834
1976,7,4834,M,4834
1977,12,4834,M,4834
1979,4,4834,M,4834
1981,4,4834,M,4834
1976,8,4835,M,4835
1978,12,4835,M,4835
1979,4,4835,M,4835
1985,7,4835,M,4835
1969,7,4836,M,4836
1971,5,4836,M,4836
1977,5,4836,M,4836
1977,11,4836,M,4836
1978,10,4836,M,4836
1979,4,4836,M,4836
1981,1,4836,M,4836
1981,2,4836,M,4836
1978,12,4837,M,4837
1980,8,4837,M,4837
1974,7,4838,M,4838
1975,7,4838,M,4838
1978,3,4838,M,4838
1978,6,4838,M,4838
1978,6,4839,M,4839
1979,11,4839,M,4839
1969,4,4840,M,4840
1975,8,4840,M,4840
1976,8,4840,M,4840
1973,10,4841,M,4841
1969,1,4842,M,4842
1969,10,4842,M,4842
1975,12,4842,M,4842
1977,11,4842,M,4842
1988,9,4842,M,4842
1975,7,4843,M,4843
1977,11,4843,M,4843
1971,10,4844,M,4844
1971,11,4844,M,4844
1975,7,4844,M,4844
1977,4,4844,M,4844
1988,6,4844,M,4844
1977,2,4845,M,4845
1971,9,4846,M,4846
1973,8,4846,M,4846
1978,10,4846,M,4846
1972,12,4847,M,4847
1973,10,4847,M,4847
1974,10,4847,M,4847
1975,8,4847,M,4847
1975,11,4847,M,4847
1976,8,4847,M,4847
1976,11,4847,M,4847
1978,3,4847,M,4847
1978,6,4847,M,4847
1978,11,4847,M,4847
1969,4,4848,M,4848
1970,5,4848,M,4848
1973,11,4848,M,4848
1974,12,4848,M,4848
1979,2,4848,M,4848
1981,9,4848,M,4848
1973,8,4849,M,4849
1974,12,4849,M,4849
1975,6,4849,M,4849
1977,10,4849,M,4849
1977,11,4849,M,4849
1977,12,4849,M,4849
1982,7,4849,M,4849
1969,1,4850,M,4850
1970,8,4850,M,4850
1977,1,4850,M,4850
1969,4,4852,M,4852
1975,9,4852,M,4852
1984,9,4852,M,4852
1972,6,4853,M,4853
1972,7,4853,M,4853
1976,7,4853,M,4853
1976,12,4853,M,4853
1978,6,4853,M,4853
1979,9,4853,M,4853
1984,8,4853,M,4853
1969,4,4854,M,4854
1970,4,4854,M,4854
1976,11,4854,M,4854
1977,1,4854,M,4854
1978,11,4854,M,4854
1978,11,4854,M,4854
1980,8,4854,M,4854
1976,7,4855,M,4855
1976,10,4855,M,4855
1977,3,4855,M,4855
1977,6,4855,M,4855
1979,3,4855,M,4855
1972,6,4856,M,4856
1977,1,4856,M,4856
1977,3,4856,M,4856
1984,8,4856,M,4856
1975,6,4857,M,4857
1976,11,4857,M,4857
1977,6,4857,M,4857
1980,9,4857,M,4857
1969,12,4858,M,4858
1975,6,4858,M,4858
1977,3,4858,M,4858
1978,2,4858,M,4858
1979,1,4858,M,4858
1972,11,4859,M,4859
1977,6,4859,M,4859
1977,1,4860,M,4860
1977,5,4860,M,4860
1985,8,4860,M,4860
1973,12,4861,M,4861
1978,10,4861,M,4861
1969,11,4862,M,4862
1970,10,4862,M,4862
1976,7,4862,M,4862
1977,10,4862,M,4862
1986,7,4862,M,4862
1972,5,4863,M,4863
1972,10,4863,M,4863
1972,12,4863,M,4863
1974,6,4863,M,4863
1987,9,4863,M,4863
1970,5,4864,M,4864
1977,6,4864,M,4864
1978,12,4864,M,4864
1983,11,4864,M,4864
1977,11,4865,M,4865
1978,5,4865,M,4865
1980,9,4865,M,4865
1982,9,4865,M,4865
1971,8,4866,M,4866
1977,5,4866,M,4866
1972,1,4867,M,4867
1973,9,4867,M,4867
1974,11,4867,M,4867
1978,10,4867,M,4867
1969,5,4868,M,4868
1978,2,4868,M,4868
1979,1,4868,M,4868
1973,8,4869,M,4869
1976,10,4869,M,4869
1978,10,4869,M,4869
1972,7,4870,M,4870
1973,8,4870,M,4870
1987,1,4870,M,4870
1969,1,4872,M,4872
1969,3,4872,M,4872
1971,6,4872,M,4872
1974,8,4872,M,4872
1976,10,4872,M,4872
1976,11,4872,M,4872
1977,11,4872,M,4872
1979,5,4872,M,4872
1980,5,4872,M,4872
1982,9,4872,M,4872
1988,6,4872,M,4872
1972,8,4873,M,4873
1976,8,4873,M,4873
1977,3,4873,M,4873
1973,7,4874,M,4874
1974,7,4874,M,4874
1977,10,4874,M,4874
1980,11,4874,M,4874
1981,7,4874,M,4874
1982,8,4874,M,4874
1983,9,4874,M,4874
1972,5,4875,M,4875
1969,7,4876,M,4876
1972,10,4876,M,4876
1977,5,4876,M,4876
1979,6,4876,M,4876
1978,11,4877,M,4877
1978,11,4877,M,4877
1982,10,4877,M,4877
1969,5,4878,M,4878
1970,4,4878,M,4878
1976,8,4878,M,4878
1981,8,4878,M,4878
1984,10,4878,M,4878
1973,1,4879,M,4879
1977,2,4879,M,4879
1977,6,4879,M,4879
1969,1,4880,M,4880
1973,9,4880,M,4880
1975,7,4880,M,4880
1976,7,4880,M,4880
1972,3,4881,M,4881
1974,9,4881,M,4881
1977,11,4881,M,4881
1973,9,4882,M,4882
1973,10,4882,M,4882
1975,8,4882,M,4882
1976,7,4882,M,4882
1977,4,4882,M,4882
1979,5,4882,M,4882
1983,12,4882,M,4882
1972,1,4883,M,4883
1975,7,4883,M,4883
1977,2,4883,M,4883
1979,5,4883,M,4883
1984,1,4883,M,4883
1975,8,4884,M,4884
1976,11,4884,M,4884
1977,3,4884,M,4884
1972,11,4885,M,4885
1978,10,4885,M,4885
1970,4,4886,M,4886
1972,8,4886,M,4886
1977,10,4886,M,4886
1978,10,4886,M,4886
1980,5,4886,M,4886
1988,10,4886,M,4886
1972,2,4887,M,4887
1972,7,4887,M,4887
1973,2,4887,M,4887
1971,12,4888,M,4888
1973,3,4888,M,4888
1975,7,4888,M,4888
1975,12,4888,M,4888
1977,4,4888,M,4888
1977,6,4888,M,4888
1978,3,4888,M,4888
1986,9,4888,M,4888
1974,3,4889,M,4889
1977,6,4889,M,4889
1978,2,4889,M,4889
1978,11,4889,M,4889
1971,12,4890,M,4890
1972,9,4890,M,4890
1977,2,4890,M,4890
1982,9,4890,M,4890
1973,8,4891,M,4891
1975,7,4891,M,4891
1977,10,4891,M,4891
1979,4,4891,M,4891
1988,9,4891,M,4891
1970,3,4892,M,4892
1971,12,4892,M,4892
1973,8,4892,M,4892
1973,9,4892,M,4892
1972,7,4893,M,4893
1972,8,4893,M,4893
1975,9,4893,M,4893
1978,10,4893,M,4893
1985,10,4893,M,4893
1972,9,4894,M,4894
1975,7,4894,M,4894
1976,11,4894,M,4894
1972,2,4895,M,4895
1972,8,4895,M,4895
1975,8,4895,M,4895
1977,5,4895,M,4895
1969,4,4896,M,4896
1971,2,4896,M,4896
1972,12,4896,M,4896
1986,1,4896,M,4896
1973,8,4897,M,4897
1979,1,4897,M,4897
1979,4,4897,M,4897
1974,12,4898,M,4898
1976,7,4898,M,4898
1980,8,4898,M,4898
1975,5,4899,M,4899
1975,7,4899,M,4899
1977,10,4899,M,4899
1979,1,4899,M,4899
1970,12,4900,M,4900
1971,10,4900,M,4900
1978,7,4900,M,4900
1976,7,4901,M,4901
1976,8,4901,M,4901
1979,3,4901,M,4901
1969,5,4902,M,4902
1969,6,4902,M,4902
1979,2,4902,M,4902
1980,1,4902,M,4902
1980,7,4902,M,4902
1972,10,4903,M,4903
1974,8,4903,M,4903
1977,2,4903,M,4903
1979,4,4903,M,4903
1984,4,4903,M,4903
1971,12,4904,M,4904
1979,4,4904,M,4904
1979,6,4904,M,4904
1972,2,4905,M,4905
1970,2,4906,M,4906
1970,9,4906,M,4906
1971,2,4906,M,4906
1971,2,4906,M,4906
1972,1,4906,M,4906
1972,7,4906,M,4906
1972,2,4907,M,4907
1974,12,4907,M,4907
1977,11,4907,M,4907
1978,7,4907,M,4907
1979,5,4907,M,4907
1984,2,4907,M,4907
1980,1,4908,M,4908
1978,10,4909,M,4909
1970,2,4910,M,4910
1970,10,4910,M,4910
1971,5,4910,M,4910
1974,8,4910,M,4910
1972,8,4911,M,4911
1974,10,4911,M,4911
1978,12,4911,M,4911
1969,1,4912,M,4912
1969,6,4912,M,4912
1975,8,4912,M,4912
1975,9,4912,M,4912
1985,9,4912,M,4912
1973,7,4913,M,4913
1975,8,4913,M,4913
1975,9,4913,M,4913
1977,10,4913,M,4913
1979,1,4913,M,4913
1981,4,4913,M,4913
1982,9,4913,M,4913
1979,3,4914,M,4914
1984,11,4915,M,4915
1986,8,4915,M,4915
1971,11,4916,M,4916
1973,9,4916,M,4916
1976,9,4916,M,4916
1976,12,4916,M,4916
1979,5,4916,M,4916
1984,5,4916,M,4916
1976,12,4918,M,4918
1977,3,4918,M,4918
1984,9,4918,M,4918
1972,2,4919,M,4919
1972,8,4919,M,4919
1978,6,4919,M,4919
1969,5,4920,M,4920
1972,2,4920,M,4920
1974,8,4920,M,4920
1976,10,4920,M,4920
1977,10,4920,M,4920
1972,7,4921,M,4921
1973,8,4921,M,4921
1979,12,4921,M,4921
1969,12,4922,M,4922
1972,3,4922,M,4922
1979,2,4922,M,4922
1979,6,4923,M,4923
1969,1,4924,M,4924
1970,2,4924,M,4924
1979,4,4924,M,4924
1973,8,4925,M,4925
1974,8,4925,M,4925
1977,2,4925,M,4925
1978,3,4925,M,4925
1969,10,4926,M,4926
1973,8,4926,M,4926
1976,8,4926,M,4926
1976,8,4926,M,4926
1977,8,4926,M,4926
1985,9,4926,M,4926
1978,6,4927,M,4927
1981,8,4927,M,4927
1979,1,4928,M,4928
1977,12,4929,M,4929
1978,12,4929,M,4929
1981,4,4929,M,4929
1969,3,4930,M,4930
1970,7,4930,M,4930
1978,4,4930,M,4930
1978,11,4930,M,4930
1981,8,4930,M,4930
1982,7,4930,M,4930
1974,11,4931,M,4931
1973,8,4932,M,4932
1973,8,4932,M,4932
1975,8,4932,M,4932
1979,11,4932,M,4932
1972,1,4933,M,4933
1972,9,4933,M,4933
1972,10,4933,M,4933
1975,7,4933,M,4933
1975,9,4933,M,4933
1976,11,4933,M,4933
1979,2,4933,M,4933
1969,1,4934,M,4934
1981,9,4934,M,4934
1985,9,4934,M,4934
1978,11,4935,M,4935
1979,2,4935,M,4935
1986,8,4935,M,4935
1970,1,4936,M,4936
1970,3,4936,M,4936
1971,7,4936,M,4936
1971,11,4936,M,4936
1972,9,4936,M,4936
1976,12,4936,M,4936
1973,7,4937,M,4937
1975,8,4937,M,4937
1976,10,4937,M,4937
1980,1,4937,M,4937
1981,5,4937,M,4937
1970,11,4938,M,4938
1971,4,4938,M,4938
1973,9,4938,M,4938
1974,11,4938,M,4938
1975,7,4938,M,4938
1979,2,4938,M,4938
1980,8,4938,M,4938
1980,9,4938,M,4938
1972,2,4939,M,4939
1988,2,4939,M,4939
1970,4,4940,M,4940
1971,4,4940,M,4940
1971,12,4940,M,4940
1972,2,4940,M,4940
1979,2,4940,M,4940
1972,8,4941,M,4941
1982,8,4941,M,4941
1983,10,4941,M,4941
1971,1,4942,M,4942
1971,8,4942,M,4942
1971,12,4942,M,4942
1977,6,4942,M,4942
1977,11,4942,M,4942
1977,12,4942,M,4942
1972,11,4943,M,4943
1975,9,4943,M,4943
1977,11,4943,M,4943
1978,12,4943,M,4943
1982,9,4943,M,4943
1969,5,4944,M,4944
1970,9,4944,M,4944
1971,4,4944,M,4944
1971,6,4944,M,4944
1971,7,4944,M,4944
1971,11,4944,M,4944
1977,11,4944,M,4944
1978,6,4944,M,4944
1979,3,4944,M,4944
1988,9,4944,M,4944
1972,1,4945,M,4945
1971,5,4946,M,4946
1977,8,4946,M,4946
1979,3,4946,M,4946
1981,8,4946,M,4946
1983,9,4946,M,4946
1974,8,4947,M,4947
1971,5,4948,M,4948
1974,8,4949,M,4949
1974,10,4949,M,4949
1977,11,4949,M,4949
1980,1,4949,M,4949
1971,4,4950,M,4950
1971,9,4950,M,4950
1972,10,4950,M,4950
1977,5,4950,M,4950
1980,5,4950,M,4950
1980,9,4950,M,4950
1972,9,4951,M,4951
1974,8,4951,M,4951
1976,10,4951,M,4951
1977,6,4951,M,4951
1978,11,4951,M,4951
1979,3,4951,M,4951
1979,11,4951,M,4951
1969,11,4952,M,4952
1970,6,4952,M,4952
1971,6,4952,M,4952
1974,8,4952,M,4952
1974,10,4952,M,4952
1976,8,4952,M,4952
1977,6,4952,M,4952
1972,8,4953,M,4953
1973,8,4953,M,4953
1978,11,4953,M,4953
1977,7,4954,M,4954
1977,8,4954,M,4954
1979,4,4954,M,4954
1979,5,4954,M,4954
1975,10,4955,M,4955
1976,6,4955,M,4955
1977,5,4955,M,4955
1981,8,4955,M,4955
1969,4,4956,M,4956
1969,6,4956,M,4956
1971,4,4956,M,4956
1971,4,4956,M,4956
1971,8,4956,M,4956
1972,3,4956,M,4956
1980,6,4956,M,4956
1974,7,4957,M,4957
1977,10,4957,M,4957
1970,7,4958,M,4958
1976,9,4958,M,4958
1978,6,4958,M,4958
1972,1,4959,M,4959
1972,7,4959,M,4959
1975,9,4959,M,4959
1981,1,4959,M,4959
1972,7,4960,M,4960
1974,7,4960,M,4960
1976,11,4960,M,4960
1978,11,4960,M,4960
1979,2,4960,M,4960
1979,3,4960,M,4960
1979,6,4960,M,4960
1972,9,4961,M,4961
1972,11,4961,M,4961
1979,3,4961,M,4961
1980,5,4961,M,4961
1973,9,4962,M,4962
1978,3,4962,M,4962
1976,8,4963,M,4963
1984,2,4963,M,4963
1969,2,4964,M,4964
1970,2,4964,M,4964
1971,3,4964,M,4964
1971,11,4964,M,4964
1974,8,4964,M,4964
1979,1,4964,M,4964
1976,7,4965,M,4965
1977,6,4965,M,4965
1970,10,4966,M,4966
1973,7,4966,M,4966
1977,12,4966,M,4966
1981,4,4966,M,4966
1972,8,4967,M,4967
1981,2,4967,M,4967
1984,9,4967,M,4967
1969,2,4968,M,4968
1978,10,4968,M,4968
1972,12,4969,M,4969
1973,11,4969,M,4969
1977,11,4969,M,4969
1980,1,4969,M,4969
1980,2,4969,M,4969
1969,4,4970,M,4970
1981,4,4970,M,4970
1986,9,4970,M,4970
1969,5,4972,M,4972
1972,9,4972,M,4972
1973,7,4972,M,4972
1974,8,4972,M,4972
1977,5,4972,M,4972
1979,3,4972,M,4972
1981,1,4972,M,4972
1979,1,4973,M,4973
1979,2,4973,M,4973
1980,2,4973,M,4973
1979,5,4974,M,4974
1980,9,4974,M,4974
1976,8,4975,M,4975
1979,1,4975,M,4975
1979,4,4975,M,4975
1980,5,4975,M,4975
1969,2,4976,M,4976
1969,3,4976,M,4976
1976,9,4976,M,4976
1979,1,4976,M,4976
1979,3,4976,M,4976
1981,1,4976,M,4976
1979,4,4977,M,4977
1984,4,4977,M,4977
1969,4,4978,M,4978
1969,8,4978,M,4978
1969,10,4978,M,4978
1970,4,4978,M,4978
1971,8,4978,M,4978
1971,10,4978,M,4978
1984,1,4978,M,4978
1980,2,4979,M,4979
1970,10,4980,M,4980
1979,5,4980,M,4980
1987,9,4980,M,4980
1977,3,4981,M,4981
1979,3,4981,M,4981
1979,11,4981,M,4981
1988,8,4981,M,4981
1976,9,4982,M,4982
1979,10,4983,M,4983
1970,4,4984,M,4984
1970,4,4984,M,4984
1976,12,4984,M,4984
1978,11,4984,M,4984
1975,8,4985,M,4985
1978,5,4985,M,4985
1980,4,4985,M,4985
1973,9,4986,M,4986
1975,9,4986,M,4986
1977,10,4986,M,4986
1978,6,4986,M,4986
1979,4,4986,M,4986
1972,9,4987,M,4987
1969,9,4988,M,4988
1972,8,4988,M,4988
1972,5,4989,M,4989
1977,7,4989,M,4989
1980,4,4989,M,4989
1970,4,4990,M,4990
1971,10,4990,M,4990
1978,2,4990,M,4990
1978,11,4990,M,4990
1977,2,4991,M,4991
1979,6,4991,M,4991
1977,3,4992,M,4992
1977,11,4992,M,4992
1977,3,4993,M,4993
1978,6,4993,M,4993
1969,1,4994,M,4994
1971,4,4994,M,4994
1971,5,4994,M,4994
1971,6,4994,M,4994
1972,8,4994,M,4994
1977,6,4995,M,4995
1988,8,4995,M,4995
1969,2,4996,M,4996
1969,3,4996,M,4996
1970,8,4996,M,4996
1979,2,4996,M,4996
1982,7,4996,M,4996
1969,8,4998,M,4998
1971,6,4998,M,4998
1974,10,4998,M,4998
1978,11,4998,M,4998
1978,11,4999,M,4999
1985,12,4999,M,4999
1986,11,4999,M,4999
1970,3,5000,M,5000
1971,12,5000,M,5000
1973,12,5000,M,5000
1975,8,5000,M,5000
1979,6,5000,M,5000
1979,12,5000,M,5000
1981,11,5000,M,5000
1977,6,5001,M,5001
1969,2,5002,M,5002
1969,3,5002,M,5002
1970,1,5002,M,5002
1980,2,5002,M,5002
1982,7,5002,M,5002
1974,9,5003,M,5003
1978,3,5003,M,5003
1979,4,5003,M,5003
1979,5,5003,M,5003
1980,4,5003,M,5003
1981,5,5003,M,5003
1984,9,5003,M,5003
1971,4,5004,M,5004
1972,3,5004,M,5004
1978,6,5004,M,5004
1979,3,5004,M,5004
1981,9,5004,M,5004
1972,11,5005,M,5005
1972,12,5005,M,5005
1977,11,5005,M,5005
1969,1,5006,M,5006
1970,6,5006,M,5006
1970,11,5006,M,5006
1971,5,5006,M,5006
1977,7,5006,M,5006
1978,10,5006,M,5006
1979,5,5006,M,5006
1979,5,5006,M,5006
1985,9,5006,M,5006
1975,8,5007,M,5007
1978,10,5007,M,5007
1981,3,5007,M,5007
1984,5,5007,M,5007
1984,5,5008,M,5008
1972,9,5009,M,5009
1983,11,5009,M,5009
1972,7,5010,M,5010
1979,5,5010,M,5010
1980,3,5010,M,5010
1981,5,5010,M,5010
1986,9,5010,M,5010
1978,12,5011,M,5011
1969,6,5012,M,5012
1970,1,5012,M,5012
1970,4,5012,M,5012
1972,9,5012,M,5012
1979,2,5012,M,5012
1979,3,5012,M,5012
1980,1,5012,M,5012
1984,1,5012,M,5012
1972,8,5013,M,5013
1982,1,5013,M,5013
1973,8,5014,M,5014
1979,11,5014,M,5014
1979,12,5014,M,5014
1984,4,5014,M,5014
1988,7,5014,M,5014
1979,6,5015,M,5015
1979,6,5015,M,5015
1979,8,5015,M,5015
1970,1,5016,M,5016
1970,9,5016,M,5016
1979,2,5016,M,5016
1980,4,5016,M,5016
1972,9,5017,M,5017
1977,6,5017,M,5017
1978,8,5017,M,5017
1979,12,5017,M,5017
1980,2,5017,M,5017
1971,3,5018,M,5018
1977,4,5018,M,5018
1972,12,5020,M,5020
1978,12,5020,M,5020
1972,8,5022,M,5022
1981,4,5022,M,5022
1972,9,5023,M,5023
1977,4,5023,M,5023
1984,1,5023,M,5023
1969,10,5024,M,5024
1970,1,5024,M,5024
1970,5,5024,M,5024
1971,1,5024,M,5024
1971,6,5024,M,5024
1971,11,5024,M,5024
1977,2,5024,M,5024
1977,5,5024,M,5024
1980,3,5024,M,5024
1974,9,5025,M,5025
1977,5,5025,M,5025
1977,12,5025,M,5025
1971,5,5026,M,5026
1979,5,5026,M,5026
1981,5,5026,M,5026
1976,12,5027,M,5027
1977,10,5027,M,5027
1978,10,5027,M,5027
1979,3,5027,M,5027
1979,4,5027,M,5027
1984,9,5027,M,5027
1985,8,5027,M,5027
1969,2,5028,M,5028
1969,5,5028,M,5028
1969,8,5028,M,5028
1972,10,5028,M,5028
1973,9,5028,M,5028
1978,5,5028,M,5028
1979,10,5028,M,5028
1975,12,5029,M,5029
1979,5,5029,M,5029
1969,1,5030,M,5030
1969,2,5030,M,5030
1971,12,5030,M,5030
1972,1,5030,M,5030
1974,7,5030,M,5030
1977,5,5030,M,5030
1982,9,5030,M,5030
1988,8,5030,M,5030
1977,10,5031,M,5031
1984,1,5031,M,5031
1985,8,5031,M,5031
1975,9,5032,M,5032
1974,10,5033,M,5033
1979,2,5034,M,5034
1979,3,5034,M,5034
1979,3,5035,M,5035
1969,4,5036,M,5036
1969,4,5036,M,5036
1969,5,5036,M,5036
1969,12,5036,M,5036
1976,10,5036,M,5036
1977,8,5036,M,5036
1978,6,5036,M,5036
1972,2,5037,M,5037
1975,9,5037,M,5037
1981,10,5037,M,5037
1969,6,5038,M,5038
1974,10,5038,M,5038
1979,3,5038,M,5038
1979,6,5038,M,5038
1978,6,5039,M,5039
1969,4,5040,M,5040
1971,11,5040,M,5040
1974,10,5041,M,5041
1979,2,5041,M,5041
1988,8,5041,M,5041
1971,4,5042,M,5042
1979,5,5042,M,5042
1980,12,5042,M,5042
1969,4,5044,M,5044
1971,5,5044,M,5044
1977,6,5044,M,5044
1984,1,5044,M,5044
1984,1,5045,M,5045
1987,9,5045,M,5045
1969,1,5046,M,5046
1969,1,5046,M,5046
1977,7,5046,M,5046
1970,5,5048,M,5048
1970,5,5048,M,5048
1976,8,5048,M,5048
1977,7,5048,M,5048
1980,1,5048,M,5048
1988,7,5048,M,5048
1976,8,5050,M,5050
1972,7,5051,M,5051
1978,7,5051,M,5051
1979,1,5051,M,5051
1984,12,5051,M,5051
1969,7,5052,M,5052
1970,3,5052,M,5052
1971,11,5052,M,5052
1977,9,5052,M,5052
1974,7,5053,M,5053
1977,6,5053,M,5053
1979,1,5053,M,5053
1969,2,5054,M,5054
1970,9,5054,M,5054
1971,4,5054,M,5054
1971,4,5054,M,5054
1971,6,5054,M,5054
1974,8,5054,M,5054
1981,7,5054,M,5054
1972,2,5055,M,5055
1979,5,5055,M,5055
1970,1,5056,M,5056
1971,1,5056,M,5056
1971,4,5056,M,5056
1971,6,5056,M,5056
1974,8,5056,M,5056
1979,6,5056,M,5056
1983,12,5056,M,5056
1984,4,5056,M,5056
1972,9,5057,M,5057
1974,7,5057,M,5057
1974,8,5057,M,5057
1974,10,5057,M,5057
1975,7,5057,M,5057
1978,2,5057,M,5057
1981,5,5057,M,5057
1969,5,5058,M,5058
1977,7,5058,M,5058
1978,11,5058,M,5058
1980,3,5058,M,5058
1979,3,5059,M,5059
1969,2,5060,M,5060
1971,3,5060,M,5060
1971,6,5060,M,5060
1971,10,5060,M,5060
1972,12,5060,M,5060
1976,9,5060,M,5060
1979,3,5060,M,5060
1984,1,5060,M,5060
1974,12,5061,M,5061
1975,8,5061,M,5061
1978,10,5061,M,5061
1980,1,5061,M,5061
1969,2,5062,M,5062
1977,9,5062,M,5062
1975,7,5063,M,5063
1981,4,5063,M,5063
1969,3,5064,M,5064
1970,11,5064,M,5064
1976,9,5064,M,5064
1977,10,5064,M,5064
1979,5,5064,M,5064
1979,6,5064,M,5064
